diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f96c1e1833627ffaf72116af68d6e2047d03b8cb,2D,"(1.0, 1.0)","(1237, 2400)",73.96315043115064,0.0,255.0,5b63cc5ede8a221014a17842f40a5e01690c4b6b,"(1.0, 1.0)","(1237, 2400)","(0, 0, 1237, 2319)",1058567,473,"(750.0314094431434, 988.6375307373081)","(750.0314094431434, 988.6375307373081)",106.0,255.0,32070223986.0,2.085543706423368,138.0,1.6983987980557034,255.0,55.341014033461676,162.87889760402507,132.0,94.0,161.0,56.581418101921734,174.05713112462504,0.7152629467709225,32070223986.0,0.2733265444472379,3766.3496106324346,23.722184332481493,1211.3581315907609,96.56547449965478,26.69721237034551,0.0974191921018029,0.9927276173550619,0.06999939733916072,0.362735107781204,0.09236484853760012,0.967789507467951,0.9672996690045736,0.9986167679691897,0.9924734245019278,-0.8246522584521253,0.9833337946439562,0.0597533289212801,4.131855782573991,0.24902437805518107,2.4329579377990007,0.9956602935786358,0.3138067928551478,8.26371156514798,2.3531440796438354,6.698657890611827,3.1592393520732345,698243.2890171335,0.6596118044650301,1.9029141576870738,289334.4601758793,6.716578506783897,23.677568826536252,73.13641082708983,1825.605170952807,11.234281521668619,0.16611849085997613,0.019727554685914386,0.3828291440100998,0.00419789264556096,17409.79509026097,0.23693274347959475,3.0468442876810613,11.761243572840499,2224.4728718674946,105005.08709900048,152.70250636246524,0.2829480478447873,6.402872609227964,11090.931772781627,0.14588696790883868,0.07000076518538742,2003.0431075998113,0.375356698332662,4.94588133114987,0.10351227967764196,1383.4735340729,0.21925095627145802,2.3384017018241368,9.917908082408875,34403346.80522979,963688277.1126783,4120742.4724827036,0.3229455847447273,1320.550237717908,0.2092789600186859,0.45777223271201256,4.862295721276723,0.15039512050459294,5.663624035053593,0.0059608886352965846,34375203.31318791,385.916592621819,5.9735452277696356e-05,1.9608627005701815,0.016070577916686875,0.0027326492254918966
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},954bb8146e8160eee73c5f1b6d728ac432c58f79,2D,"(1.0, 1.0)","(1305, 2685)",79.62091825595581,0.0,255.0,792ac4f7b3dc5c7f3bd4db853304f31aace87ad1,"(1.0, 1.0)","(1305, 2685)","(0, 0, 1305, 2224)",1158741,650,"(871.5519326579451, 1009.946808648352)","(871.5519326579451, 1009.946808648352)",116.0,255.0,38329553929.0,2.3894259899447947,69.0,1.9115893119886622,255.0,43.17934141077456,174.5163388539803,162.0,104.0,151.0,41.68286602715909,181.8752886295924,0.5297794408854076,38329553929.0,0.19866450384189305,2622.6680871002654,17.515322469234547,666.0626187910175,45.584503720855736,18.530947910360688,0.07011157874849182,0.9924612236800872,0.051021348977441996,0.28568006035278626,0.0674523735200367,0.9763624893361604,0.976082131489384,0.9987280926557666,0.9938344719373853,-0.8748983777924725,0.9922661970248522,0.044479416306224775,3.5916716912837727,0.18308204626490254,2.684451346289224,0.996910953389361,0.2401276397168451,7.183343382567546,2.6218941230681074,4.650264872277294,3.358693205636929,826396.6177471929,0.7131849289420094,1.530175767441341,230200.705846259,4.66278358612915,17.41271604267045,74.73399750246172,1359.960082537858,19.35311213861226,0.2695562397585474,0.018564108720094778,0.26756238157007683,0.005773909846335,14876.94434604609,0.23144413850039536,1.9407175569951538,8.098428678836413,2895.2788944082276,98649.31145636398,311.1849307962503,0.3949878762513916,6.70492424859677,8269.424245812821,0.12625656669952107,0.0555096005060665,2551.1138820593287,0.3481718609332517,2.9708831382093908,0.13346862324075978,1447.2608292079208,0.22389554907300754,1.961439877792312,8.324102722772277,35836202.48035272,749256996.1200495,7543344.239352169,0.3961923705125615,1452.5337252475247,0.22471128175240174,0.4804787027994738,4.068145913208413,0.19486882187330581,5.445529430393827,0.005578468354878269,35804068.090928756,418.859807388683,9.129687411722577e-05,1.034452563373598,0.011352211474658366,0.0020906773252031066
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},2a53e65a6402a774da519277f9e183b72c6c438b,2D,"(1.0, 1.0)","(1530, 2737)",87.5568744462832,0.0,255.0,6190a3ccec39d74dd714b23f9f14f2992bb83ccf,"(1.0, 1.0)","(1530, 2737)","(0, 0, 1530, 2737)",1868830,525,"(1013.8735181905256, 1215.0201858917076)","(1013.8735181905256, 1215.0201858917076)",105.0,255.0,53021543904.0,2.2530746748207364,83.0,2.064007364357727,255.0,49.36587201161096,158.2577034829278,132.0,95.0,160.0,50.14464044035799,168.43846935075305,0.8448382519448709,53021543904.0,0.25782029222068154,3326.0172455342686,21.278196654825543,1121.8556050167977,96.61160074981687,23.124632941250766,0.08956710966470485,0.9922826352850095,0.06193069146601619,0.331123696306784,0.08563522334942729,0.97207156234449,0.9714651401727048,0.9987245621616246,0.9933801531348423,-0.847568079778979,0.9886959124869201,0.05025330744689466,3.939470546693186,0.2392922981839134,2.58220474192494,0.9954416120437588,0.37872537264115186,7.878941093386371,2.497487302322262,5.803550012728868,3.2092091004475636,1326845.7108982624,0.7099873776096609,1.727860662261278,481822.2967107763,5.817387257645798,21.26150960761546,74.39753963709914,1638.6806360129065,11.110637284186579,0.1584271950846676,0.019923211137839934,0.36029752112490093,0.004151246591538303,21597.793700879887,0.194880397788631,2.994263671078656,12.71169000460634,3578.1774516267474,135463.02796335073,375.8102384034969,0.26381394299968264,6.600063917811661,18304.149701460577,0.16192263504994453,0.0594185934515178,3277.3251478473544,0.40419629735738855,5.363073367524965,0.11434958838818059,2401.6023540272326,0.18475285437550834,2.695059342294913,11.557119778444497,56687512.06354335,797986029.2050927,10617843.219415633,0.32311212911197257,3268.3377952150167,0.25142994039657024,0.5102905916723163,6.157257660443777,0.16337045651615836,5.492423006778976,0.006955688853453765,56666843.0520491,606.8854946806451,4.6023597688850015e-05,1.5192842328246838,0.011860150114731705,0.0017086187616154806
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},949495dcceb2018ed0be698a5ee49c338561533f,2D,"(1.0, 1.0)","(1425, 2677)",70.49314537745185,0.0,255.0,958543e4216002d7f2af66af596b8a07b6aa3357,"(1.0, 1.0)","(1425, 2677)","(0, 0, 1425, 2677)",329624,252,"(481.61872011746715, 529.7255630657962)","(481.61872011746715, 529.7255630657962)",155.0,255.0,18624437637.0,1.1892182466749082,0.0,3.339437196271248,255.0,31.500643053289185,234.43753185447662,255.0,145.0,110.0,19.164691518215907,237.70163634869118,-1.4898133297974445,18624437637.0,0.6075032743082592,1541.1115808266863,29.38416285775785,428.0223703255658,-56.09812669696671,10.799576381902238,0.06825261548964885,0.9874161591067309,0.04387981970864947,0.24981922758507358,0.06624187027104661,0.9810414823633717,0.9803229501728026,0.9983563672466305,0.9941089474340616,-0.8314383058558915,0.9195430931490596,0.031540923902942816,5.16732428004368,0.6203496490586096,1.314436906800018,0.9918978012599668,0.7768918615432303,10.33464856008736,1.2568008481845558,2.7169572493479714,1.7759425068813004,254387.81321748416,0.7717514902357965,1.8248631371926065,200247.65929058564,2.872851123504209,29.01057871999612,75.12945052544718,2293.6175854913477,6.377722515317116,0.11104277146081595,0.01961193000904924,0.4263023577341827,0.004364019825774725,4211.324966795875,0.2385884173834307,2.6928108709162712,9.401543902484152,5683.545222656097,200268.52299754097,189.41711562189096,0.44540333795617404,5.190007152221137,5083.993043590568,0.2717898995243461,0.0547737725408344,5303.783706116893,0.5347357779582698,4.969113338279174,0.2157919221881964,450.99010445299615,0.24793298760472576,2.056104384692639,7.8647608576140735,35231367.96151732,1255034031.515668,1080212.8608944172,0.45272203897135177,413.05057724024186,0.22707563344708184,0.48897616516288595,4.286623687185681,0.21812685863057182,5.296637195683384,0.005518408853724243,35198530.29769814,42.8344370617187,0.0004970055966700109,0.582575682884169,0.009123059868000218,0.0064119482731426125
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},d4a311f9064ce1c1fa5f16b6f72393546cb138c9,2D,"(1.0, 1.0)","(1732, 2707)",64.11129280771517,0.0,255.0,d93ba52e12f2ef0fc08b83dd52c0344f5f62093a,"(1.0, 1.0)","(1732, 2707)","(8, 0, 1724, 2707)",328353,44,"(778.6290577518707, 618.6896480312347)","(778.6290577518707, 618.6896480312347)",208.0,255.0,19569991426.0,1.3363883610599538,19.0,6.8681832935729155,255.0,17.74508701727056,242.9420288530941,255.0,147.0,108.0,8.345684168355817,244.13206430724998,-2.1498713363427537,19569991426.0,0.5663331294122113,579.6354396616406,31.183125233323175,101.55712885384328,-16.461867202472376,4.029247847454574,0.0978728098819578,0.952382860479343,0.06738796755540917,0.3510653598311529,0.09312107954708973,0.9707083276714282,0.9692837817198767,0.9975378204030411,0.9908827271323263,-0.7697803920110351,0.9278519413207471,0.04662611336265918,5.495474883663723,0.5674674599592471,1.581510532279654,0.9771831151258898,0.74450037355519,10.990949767327447,1.471281411994796,1.0317801643341329,2.0936615488547647,237397.42398272592,0.7229945332697613,2.4427736496311767,185957.18204188783,1.152732481687229,30.910434806443067,73.36875557707711,2378.9310833158215,2.746932383407153,0.046387891486702824,0.025240371902548357,0.5165333689975989,0.003869625151335668,4609.276897825642,0.196097781744566,1.971178487399997,15.338509197607777,5494.184684429825,194707.17764710856,158.155096326748,0.14566492832002798,5.221944488857102,6438.229132229857,0.2715059869732812,0.07228044208519491,5265.999346780093,0.5374003796169285,6.022161808437618,0.10434482408276957,892.0918662806001,0.23482281291934723,1.4098347184228044,8.443011318768097,9343003.983416688,335202863.5783101,261468.4268721301,0.29830869234593904,1302.3129770992366,0.34280415296110467,0.6066811583640835,4.563655305650638,0.21183005696022264,4.638622649188765,0.011569865358318639,9335533.591441784,55.245460837656054,0.000382921545709227,0.7295689296559785,0.005081153585293694,0.00436198283788908
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},005e11c46e5b170c46aa7ee4ec395ddfe3e67581,2D,"(1.0, 1.0)","(1275, 2670)",55.49562018065653,0.0,255.0,a8b1a8bef8a9ffabf41dc0d2a5de01c3cbe632a3,"(1.0, 1.0)","(1275, 2670)","(0, 0, 1272, 2450)",1288829,333,"(876.8855076972973, 1150.4511157027039)","(876.8855076972973, 1150.4511157027039)",84.0,154.0,19742326683.0,2.185192523962018,34.0,5.3066275809372385,255.0,20.95878667334187,120.52319353459613,120.0,69.0,186.0,14.167626999713532,123.76604617926166,0.8519882971905275,19742326683.0,0.25889945335011544,792.1940070694153,12.410224424351682,148.30593697876827,10.590365992705518,5.2826462638028575,0.10110438419412343,0.9624223407437691,0.08978771541028996,0.443361453573202,0.09288550273503357,0.9566424130829793,0.9561909226421601,0.9987851951663074,0.9911169119012564,-0.7679828907650654,0.9819058921016438,0.08286265908526991,3.333892113450802,0.22225090187904958,2.6741011062512046,0.9731306124491271,0.33533091514674407,6.6677842269016026,2.5578447383868728,1.3459376619992454,3.6179568805791775,737159.6904003557,0.5719608190072971,2.3732882269342754,333677.12356177584,1.3701868970417364,12.409505838245416,70.76201963177427,871.5219078714089,9.709470223192433,0.14451942279921318,0.022231380931272183,0.28445551450919115,0.004075958026332914,25523.988830509446,0.21685888947492107,1.9355007855896305,13.047230898584722,774.2883340576352,9152.389797009835,99.17840631469504,0.19933717290210753,6.4412577419544155,18595.686055908478,0.15507440957937113,0.09128150437334975,647.9295576341451,0.3866569249637246,4.987433362520491,0.08896508911734956,2215.560488944814,0.1991336049743676,2.3421645993828992,13.418748876505482,31022062.92441129,335526886.2826712,3588594.8257929343,0.24834939261038733,2168.4858889088623,0.19490256057063293,0.4363109090604905,6.050332657240392,0.10989190363123572,5.87537395307387,0.008632642499509244,31008644.161242258,716.652199246511,3.9403613397682916e-05,3.319905384484707,0.003149025821295944,0.001831623163085279
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},478c284ceb16efc36eb0630db7e410a82a9f7f1c,2D,"(1.0, 1.0)","(1080, 2325)",70.38213859020311,0.0,255.0,9ee12bab11b3fe29cc09b4661663ec9dac364d01,"(1.0, 1.0)","(1080, 2325)","(0, 0, 1044, 1879)",741950,217,"(629.6124051485949, 819.349262079655)","(629.6124051485949, 819.349262079655)",109.0,255.0,24353328310.0,2.0597498319280723,134.0,1.4851731747789998,255.0,55.8538464997996,170.59871689466945,141.0,100.0,155.0,56.390048704434726,181.1723185348747,0.525143973569383,24353328310.0,0.26716599110480344,3719.486797194534,18.510116975704744,991.7709782723355,70.45464349362894,25.88725257631265,0.0809102005996458,0.9937688817831877,0.0508098677855352,0.27971167946256636,0.07825427458263075,0.9776203327192757,0.9771152716809952,0.9985838437832416,0.9939857439678135,-0.8667471337514288,0.9857813922173708,0.03988158869015841,3.472538439685694,0.24933254371626845,2.3334987989456843,0.9959486636070172,0.314875742103285,6.945076879371388,2.269965427013709,6.492040694228074,2.9491134114462274,545663.2240123998,0.7354447388805172,1.4783338185161023,198223.8071002089,6.485132430848253,18.407695936383853,75.06982680773638,1447.7766453265044,28.596645540486783,0.3898384268854564,0.017914132875147648,0.27918364720040967,0.007008975892359158,11183.403407795951,0.28587535745726966,2.4166977866898622,7.501399798537965,3011.9283270087903,110306.65198340238,497.82039226886684,0.4928277198074549,6.5834773416831895,4773.913437496116,0.12006976326128106,0.05268144753689603,2626.3952678233854,0.3436374704134249,3.2474579226533598,0.14200783188001018,716.6156295224313,0.20741407511503077,2.02862237450286,9.404052098408105,34561526.586975396,812097924.332272,13687231.25094313,0.3373764648165103,743.9794500723589,0.2153341389500315,0.454353314108121,4.7019755121482625,0.13870307828394207,5.520757734140854,0.004656648022103915,34515410.42298143,263.0374398049589,0.0001236979473336909,1.1352347831183076,0.014775434551918019,0.004253147415214077
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},9c72f12f75a0a417a6424f76ce7fed5c8cc3fc96,2D,"(1.0, 1.0)","(1035, 2197)",44.84842879728396,0.0,255.0,20bf75ef285685e5b515106ac1a4a8662e433548,"(1.0, 1.0)","(1035, 2197)","(0, 0, 990, 1802)",502437,228,"(673.0729444686598, 1052.9835601279365)","(673.0729444686598, 1052.9835601279365)",85.0,255.0,10110025201.0,2.093121793428863,41.0,4.03480680225364,255.0,39.26305164459027,131.06573560466288,114.0,76.0,179.0,40.127232174190496,141.8519506087414,1.5267612540977273,10110025201.0,0.2586378898283139,2943.7488419134124,13.085988498837004,1696.1865461250657,143.51162779853001,20.435746948396556,0.0675477733036631,0.9934109747609114,0.049792835265986386,0.2800226576007325,0.06499467963188582,0.9767966188251108,0.9765494341437218,0.9990417288809608,0.9946262737354804,-0.8592811797797504,0.9861609227658176,0.043928810231067664,2.8273548701084974,0.2360516612937954,2.387526627258574,0.9970492468932285,0.3209850283718836,5.654709740216996,2.3308666792538535,5.125823680425055,3.071360407949145,360606.8402108125,0.7177155349045005,1.459928256639643,129949.24545166857,5.117696856130519,13.043320854156839,74.80449688219618,1014.5578470534614,30.40924041474969,0.4096925129407928,0.017313234497315064,0.1943812824493845,0.007301246329224605,7618.718670110387,0.27877219061980585,1.8280535765794803,6.7777022285201305,1689.8883566893626,44078.13356348982,518.0099812232132,0.44786985647045685,6.721949617801766,2932.7191780871626,0.10441135553551359,0.05448195495156606,1324.8829221719302,0.31383123442399363,2.2181777517934584,0.13898113148261645,544.4281217208814,0.28563909848944463,1.2608617619953115,5.749213011542498,29891851.957502622,264930758.8693599,14636655.969052326,0.4609049155251468,305.96747114375654,0.16052857877426893,0.38567712092794176,2.2737517252873207,0.17969574795694326,5.503182619704726,0.0037935104301633836,29822362.73779411,237.42003755691388,0.00016100594586471444,1.7344190151734185,0.009144484696096437,0.008405619571306602
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},b884a8f8748d41b3731150bd6490555dd7099f43,2D,"(1.0, 1.0)","(1530, 2685)",77.51600856854225,0.0,255.0,65d9cbdf2637425398f87f5a8a21dadd2bd4f858,"(1.0, 1.0)","(1530, 2685)","(0, 0, 1530, 2339)",1758540,751,"(986.9053379508001, 1227.2415748291196)","(986.9053379508001, 1227.2415748291196)",95.0,255.0,40879620355.0,2.0544328659382685,32.0,3.095163890643518,255.0,44.476792256574306,141.57186131677415,119.0,86.0,169.0,46.315143676127015,152.46750773961094,1.3212836794128253,40879620355.0,0.2970649528926434,3203.7489996323875,16.10762524327758,1605.489723099044,141.97789337070716,22.874999188570065,0.06961312843746839,0.9939319935759563,0.05497906973892145,0.30284586120398754,0.06651572162063174,0.9738460024719159,0.9736888896809198,0.9989982415926589,0.9940203499258266,-0.8459072134965859,0.9841088835829004,0.05061800837230542,3.2258761692726674,0.27206837089781627,2.360059130618379,0.997060738956487,0.4427507605116682,6.451752338545336,2.301779854118905,5.736153079251883,3.081707730749308,1215567.7909368,0.6912369300310484,1.51833976828775,522400.6022598292,5.733911582857597,16.073072548818907,74.33171153343115,1249.8557832065235,20.93927176580103,0.2907126022757566,0.017861306692773807,0.248617329074508,0.005696585576082916,28262.228637184468,0.2759103556472634,2.146478290958178,7.914922435024884,2684.2488231363413,92949.15200148453,394.78190235891003,0.39023346816494936,6.6128372871040275,11552.40955627363,0.10993852831536129,0.05836560442184994,2370.2300812584135,0.31350196608895836,2.8927903641439725,0.119663878718359,2114.1427140711066,0.2646648365136588,2.200294558011278,8.142463695543315,104636999.03730597,1198767115.4805958,27400764.45547853,0.39642297576892555,1501.4727090635954,0.18796603768948364,0.43076469380558713,4.1698726463851745,0.16618012926506276,5.535182742750318,0.004542404494637597,104588534.01798804,816.9638471531694,3.849983052418127e-05,1.8208889216638302,0.011283844044055491,0.0020861389474002884
v3.0.1,1.25.2,2.3.1,1.6.0,3.10.12,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},a801413aab629fc2d93fdb16183df1eeb0d8d373,2D,"(1.0, 1.0)","(1275, 2362)",71.33619664292473,0.0,255.0,823bad94d9ab29a42f91b61a412bc57f51bc2485,"(1.0, 1.0)","(1275, 2362)","(0, 0, 1275, 2362)",1055292,399,"(826.8013668254853, 1063.8067207938657)","(826.8013668254853, 1063.8067207938657)",107.0,234.0,28434187459.0,2.6564955427533854,56.0,2.919795799874059,255.0,35.016239718979975,158.08939421506085,150.0,92.0,163.0,23.985072320223683,164.14743026594073,0.8004098567520012,28434187459.0,0.17917438491394358,1952.1222996269596,18.377734882463095,562.2743729950375,42.08131836091856,13.439809829209405,0.12087984066997146,0.9821640238964958,0.09263775682083678,0.4505466711327878,0.11210479779001162,0.9569466161702566,0.9562367087409105,0.9982362551319949,0.9899794916986777,-0.8076741199921064,0.9929664788182153,0.07967209244452045,3.879175016167785,0.15277585555048387,3.1546639457133283,0.9897280768913919,0.23387859940729971,7.75835003233557,3.0266277538238575,3.390172417469844,4.069576818698895,606017.6386156628,0.574265358418014,2.4370736179617314,189081.29500460537,3.4283357250587,18.362930828623735,70.74309480219692,1338.7142307531944,9.623358221793827,0.14695926883463611,0.02393855638033268,0.39043402532191934,0.004741657564660969,16769.005874186034,0.1736405111303382,2.8517532505569623,14.481618284244627,788.3692773491047,25707.965283257367,61.07427522964214,0.22424940023244255,6.758505891446115,14305.432684923511,0.14511435263445752,0.09190678977951126,662.2421096971013,0.379984409214728,5.780431633163777,0.08826810250216116,1845.5965608465608,0.1743760922946486,2.722520442942441,12.966269841269842,12707709.226946333,166525483.0856009,1695083.5865970599,0.2742261872625089,3127.402305366591,0.295483966871371,0.5593757971541253,7.1694436987677514,0.1604145355403031,5.343284887362538,0.01002945156411685,12697767.870874276,759.8070241660187,6.195599351536515e-05,2.152428394224603,0.010659012143302964,0.0015817750280039589
